N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,B_H,B_R,C,CH,DB,D_R,DI,K_D,Log_B_W,M_R,PBM,P_B,R_L,R_T,S_S,SD,S_Dbw,Si,T_W,T_WiB,W_G,XB,PC,CE,G_str,G_rex,Conn,CVNN,ICC,CV,LCCV,CSBM,WGLI,MPC,PBMF,MPE,CO,DCVI,GDI11,GDI12,GDI13,GDI21,GDI22,GDI23,GDI31,GDI32,GDI33,GDI41,GDI42,GDI43,GDI51,GDI52,GDI53,UW
233,edisonn233.xlsx,GMM,5000,10,21,2:40,normal,0.1,5,0,0,1.0,0.9,0.99,1.0,1.0,0.94,1.0,1.0,0.79,0.9,1.0,0.23,0.7,1.0,0.9,0.93,0.99,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.91,0.99,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23,0.23,0.23,
234,edisonn234.xlsx,GMM,5000,10,21,2:40,normal,0.3,1,0,0,0.98,0.89,0.99,0.98,0.99,0.91,0.99,0.98,0.98,0.9,0.99,0.38,0.54,0.99,0.89,0.93,Full NaN,0.99,0.98,0.98,0.99,0.99,0.99,0.38,0.98,0.99,NI,0.91,0.99,0.99,0.98,NI,NI,0.99,0.81,0.38,NI,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.38,0.38,0.38,0.995463938147842
235,edisonn235.xlsx,GMM,5000,10,21,2:40,normal,0.3,5,0,0,1.0,0.89,1.0,1.0,1.0,0.93,1.0,1.0,0.93,0.89,1.0,0.23,0.6,1.0,0.89,0.92,0.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.9,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23,0.23,0.23,1.0000000000000002
236,edisonn236.xlsx,GMM,5000,10,22,2:40,normal,0.1,1,0,0,1.0,0.9,1.0,1.0,1.0,0.95,1.0,1.0,0.6,0.9,1.0,0.38,0.51,1.0,0.9,0.93,Full NaN,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.91,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.38,0.38,1.0
237,edisonn237.xlsx,GMM,5000,10,22,2:40,normal,0.1,5,0,0,1.0,0.89,0.98,1.0,1.0,0.99,1.0,1.0,0.94,0.89,1.0,0.38,0.61,1.0,0.93,0.93,0.99,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.91,0.99,1.0,0.93,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.38,0.38,
238,edisonn238.xlsx,GMM,5000,10,22,2:40,normal,0.3,1,0,0,1.0,0.89,1.0,1.0,1.0,0.97,1.0,0.54,0.98,0.9,1.0,0.37,0.54,1.0,0.89,0.94,Full NaN,1.0,1.0,1.0,1.0,1.0,0.99,0.37,1.0,1.0,NI,0.91,0.99,0.99,0.98,NI,NI,0.99,0.98,0.37,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,0.64,0.37,1.0
239,edisonn239.xlsx,GMM,5000,10,22,2:40,normal,0.3,5,0,0,1.0,0.91,0.99,1.0,1.0,0.96,1.0,1.0,0.85,1.0,1.0,0.38,0.61,1.0,0.91,0.93,Full NaN,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.92,0.99,1.0,0.97,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.38,0.38,0.9774995324389184
240,edisonn240.xlsx,GMM,5000,10,23,2:40,normal,0.1,1,0,0,1.0,0.9,1.0,1.0,1.0,0.92,1.0,1.0,0.92,0.9,1.0,0.38,0.68,1.0,0.9,0.93,Full NaN,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.92,0.98,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.38,0.38,1.0000000000000004
241,edisonn241.xlsx,GMM,5000,10,23,2:40,normal,0.1,5,0,0,1.0,0.93,1.0,1.0,1.0,0.94,1.0,1.0,0.94,0.92,1.0,0.38,0.6,1.0,0.92,0.94,0.99,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.93,0.98,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.38,1.0,
242,edisonn242.xlsx,GMM,5000,10,23,2:40,normal,0.3,1,0,0,0.99,0.9,0.99,0.99,0.99,0.95,0.99,0.99,0.96,0.91,0.99,0.38,0.73,0.99,0.9,0.94,Full NaN,0.99,0.99,0.93,0.99,0.99,0.99,0.38,0.99,0.99,NI,0.92,0.98,0.99,0.99,NI,NI,0.99,0.99,0.38,NI,0.99,0.99,0.99,0.99,0.38,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.38,0.38,0.38,1.0000000000000002
243,edisonn243.xlsx,GMM,5000,10,23,2:40,normal,0.3,5,0,0,1.0,0.9,0.99,1.0,1.0,0.96,1.0,1.0,0.96,0.91,1.0,0.38,0.54,1.0,0.97,0.95,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.93,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.38,1.0,1.0
244,edisonn244.xlsx,GMM,5000,10,24,2:40,normal,0.1,1,0,0,1.0,0.92,1.0,1.0,1.0,0.98,1.0,1.0,0.86,0.92,1.0,0.37,0.6,1.0,0.92,0.95,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.94,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,0.37,0.37,0.9883627162186324
245,edisonn245.xlsx,GMM,5000,10,24,2:40,normal,0.1,5,0,0,1.0,0.91,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.91,1.0,0.3,0.6,1.0,0.92,0.95,0.99,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.94,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,
246,edisonn246.xlsx,GMM,5000,10,24,2:40,normal,0.3,1,0,0,0.93,0.91,1.0,1.0,1.0,0.94,1.0,1.0,0.97,0.91,1.0,0.37,0.53,1.0,0.91,0.95,Full NaN,0.99,0.91,0.95,1.0,1.0,1.0,0.37,1.0,0.99,NI,0.93,1.0,1.0,1.0,NI,NI,1.0,0.99,0.37,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,0.37,0.37,0.987144046341301
247,edisonn247.xlsx,GMM,5000,10,24,2:40,normal,0.3,5,0,0,1.0,0.91,1.0,1.0,1.0,0.94,1.0,1.0,0.94,0.93,1.0,0.37,0.68,1.0,0.91,0.94,Full NaN,1.0,1.0,0.62,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.93,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,0.53,0.37,0.9907303995146088
248,edisonn248.xlsx,GMM,5000,10,25,2:40,normal,0.1,1,0,0,1.0,0.92,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.92,1.0,0.34,0.34,1.0,0.92,0.96,Full NaN,1.0,1.0,0.62,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.95,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,0.53,0.34,1.0
249,edisonn249.xlsx,GMM,5000,10,25,2:40,normal,0.1,5,0,0,1.0,0.93,1.0,1.0,1.0,0.93,1.0,1.0,0.94,0.93,1.0,0.37,0.5,1.0,0.93,0.96,0.99,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.94,0.99,1.0,0.94,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,0.37,0.37,0.976093501355048
250,edisonn250.xlsx,GMM,5000,10,25,2:40,normal,0.3,1,0,0,1.0,0.92,1.0,1.0,1.0,0.94,1.0,1.0,0.94,0.92,1.0,0.32,0.32,1.0,0.92,0.96,Full NaN,1.0,0.96,0.96,1.0,1.0,1.0,0.32,1.0,1.0,NI,0.95,1.0,1.0,1.0,NI,NI,1.0,0.99,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,1.0
251,edisonn251.xlsx,GMM,5000,10,25,2:40,normal,0.3,5,0,0,1.0,0.92,1.0,1.0,1.0,0.99,1.0,1.0,0.64,0.92,1.0,0.37,0.47,1.0,0.93,0.96,Full NaN,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.94,0.99,1.0,0.94,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,0.37,0.37,0.9890248734433764
252,edisonn252.xlsx,GMM,5000,10,26,2:40,normal,0.1,1,0,0,1.0,0.93,1.0,1.0,1.0,0.99,1.0,1.0,0.89,0.93,1.0,0.34,0.57,1.0,0.93,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.95,1.0,1.0,0.95,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.9956583662604636
253,edisonn253.xlsx,GMM,5000,10,26,2:40,normal,0.1,5,0,0,1.0,0.93,1.0,1.0,1.0,0.98,1.0,1.0,0.51,0.96,1.0,0.36,0.36,1.0,0.94,0.97,0.99,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.95,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,0.9768160233586208
254,edisonn254.xlsx,GMM,5000,10,26,2:40,normal,0.3,1,0,0,0.99,0.93,0.99,0.99,0.99,0.98,0.99,0.99,0.94,0.93,0.99,0.35,0.61,0.99,0.93,0.96,Full NaN,0.99,0.99,0.99,0.99,0.99,0.99,0.35,0.99,0.99,NI,0.95,0.99,0.99,0.98,NI,NI,0.99,0.99,0.35,NI,0.99,0.99,0.99,0.99,0.65,0.99,0.99,0.65,0.99,0.99,0.99,0.99,0.99,0.35,0.35,0.35,0.9899975332212128
255,edisonn255.xlsx,GMM,5000,10,26,2:40,normal,0.3,5,0,0,1.0,0.92,1.0,1.0,1.0,0.94,1.0,1.0,0.9,0.92,1.0,0.36,0.59,1.0,0.92,0.97,Full NaN,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.95,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,0.982105256935379
256,edisonn256.xlsx,GMM,5000,10,27,2:40,normal,0.1,1,0,0,1.0,0.94,1.0,1.0,1.0,0.97,1.0,1.0,0.98,1.0,1.0,0.35,0.35,1.0,0.94,0.97,Full NaN,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.95,1.0,1.0,0.95,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,1.0
257,edisonn257.xlsx,GMM,5000,10,27,2:40,normal,0.1,5,0,0,1.0,0.94,1.0,1.0,1.0,0.98,1.0,1.0,0.93,0.94,1.0,0.36,0.47,1.0,0.93,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.95,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,
258,edisonn258.xlsx,GMM,5000,10,27,2:40,normal,0.3,1,0,0,1.0,0.93,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.93,1.0,0.35,0.52,1.0,0.93,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.35,1.0,1.0,NI,0.95,1.0,1.0,0.95,NI,NI,1.0,1.0,0.35,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,1.0
259,edisonn259.xlsx,GMM,5000,10,27,2:40,normal,0.3,5,0,0,1.0,0.93,1.0,1.0,1.0,0.84,1.0,1.0,0.82,0.93,1.0,0.36,0.47,1.0,0.93,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.96,1.0,1.0,0.95,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,1.0
260,edisonn260.xlsx,GMM,5000,10,28,2:40,normal,0.1,1,0,0,1.0,0.94,1.0,1.0,1.0,0.94,1.0,1.0,0.87,0.94,1.0,0.35,0.51,1.0,0.94,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.97,0.99,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.51,0.51,0.9915804411998048
261,edisonn261.xlsx,GMM,5000,10,28,2:40,normal,0.1,5,0,0,1.0,0.95,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.96,1.0,0.34,0.51,1.0,0.94,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.96,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,
262,edisonn262.xlsx,GMM,5000,10,28,2:40,normal,0.3,1,0,0,0.57,0.94,0.99,0.99,0.99,0.95,0.98,0.99,0.95,0.94,0.99,0.35,0.57,0.99,0.94,0.97,Full NaN,0.99,0.99,0.71,0.99,0.99,0.99,0.35,0.99,0.99,NI,0.96,0.99,0.99,0.98,NI,NI,0.99,0.96,0.35,NI,0.99,0.98,0.98,0.98,0.35,0.98,0.98,0.89,0.98,0.98,0.98,0.98,0.98,0.35,0.51,0.35,0.9892618149691914
263,edisonn263.xlsx,GMM,5000,10,28,2:40,normal,0.3,5,0,0,1.0,0.94,1.0,1.0,1.0,0.95,1.0,1.0,0.84,0.95,1.0,0.34,0.51,1.0,0.94,0.97,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.96,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,1.0
264,edisonn264.xlsx,GMM,5000,10,29,2:40,normal,0.1,1,0,0,1.0,0.94,1.0,1.0,1.0,0.96,1.0,1.0,0.95,0.94,1.0,0.35,0.48,1.0,0.94,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.96,0.99,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,1.0
265,edisonn265.xlsx,GMM,5000,10,29,2:40,normal,0.1,5,0,0,1.0,0.94,0.99,1.0,1.0,0.96,1.0,1.0,0.89,0.94,1.0,0.35,0.44,1.0,0.94,0.99,0.99,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.97,0.99,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,
266,edisonn266.xlsx,GMM,5000,10,29,2:40,normal,0.3,1,0,0,0.99,0.95,0.99,0.99,0.99,0.74,0.99,0.99,0.92,0.95,0.99,0.34,0.66,0.99,0.95,0.98,Full NaN,0.99,0.99,0.97,0.99,0.99,0.99,0.34,0.99,0.99,NI,0.97,0.99,0.99,0.99,NI,NI,0.99,0.68,0.34,NI,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.34,0.34,0.34,0.9950731710707686
267,edisonn267.xlsx,GMM,5000,10,29,2:40,normal,0.3,5,0,0,1.0,0.94,0.99,1.0,1.0,0.69,1.0,1.0,0.76,0.98,1.0,0.35,0.44,1.0,0.94,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.96,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,0.9926573399598004
268,edisonn268.xlsx,GMM,5000,10,30,2:40,normal,0.1,1,0,0,1.0,0.95,1.0,1.0,1.0,0.93,1.0,1.0,0.96,0.95,1.0,0.35,0.5,1.0,0.95,0.99,Full NaN,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.97,0.99,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.35,0.35,0.9291821973356056
269,edisonn269.xlsx,GMM,5000,10,30,2:40,normal,0.1,5,0,0,1.0,0.95,1.0,1.0,1.0,0.96,1.0,1.0,0.97,0.95,1.0,0.33,0.5,1.0,0.95,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.97,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.59,0.33,
270,edisonn270.xlsx,GMM,5000,10,30,2:40,normal,0.3,1,0,0,1.0,0.95,1.0,1.0,1.0,0.96,1.0,1.0,0.91,0.95,1.0,0.35,0.6,1.0,0.95,0.99,Full NaN,1.0,1.0,0.77,1.0,1.0,1.0,0.35,1.0,1.0,NI,0.97,1.0,0.99,1.0,NI,NI,1.0,0.99,0.35,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,1.0000000000000002
271,edisonn271.xlsx,GMM,5000,10,30,2:40,normal,0.3,5,0,0,1.0,0.95,1.0,1.0,1.0,0.5,1.0,1.0,0.59,0.99,1.0,0.34,0.5,1.0,0.95,0.99,Full NaN,1.0,1.0,0.59,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.97,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59,0.59,0.5,0.9852013308158024
272,edisonn272.xlsx,GMM,5000,10,31,2:40,normal,0.1,1,0,0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.96,0.96,1.0,0.33,0.33,1.0,0.96,0.99,Full NaN,1.0,1.0,0.49,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.49,0.33,1.0
273,edisonn273.xlsx,GMM,5000,10,31,2:40,normal,0.1,5,0,0,1.0,0.96,1.0,1.0,1.0,0.98,1.0,1.0,0.49,0.96,1.0,0.49,0.59,1.0,0.96,1.0,1.0,1.0,1.0,0.49,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,0.98,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31,0.31,0.31,
274,edisonn274.xlsx,GMM,5000,10,31,2:40,normal,0.3,1,0,0,0.99,0.95,1.0,0.99,1.0,0.96,1.0,0.99,0.94,0.96,1.0,0.32,0.48,1.0,0.95,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,0.99,NI,0.98,1.0,1.0,0.99,NI,NI,1.0,1.0,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,1.0
275,edisonn275.xlsx,GMM,5000,10,31,2:40,normal,0.3,5,0,0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.66,0.97,1.0,0.45,0.45,1.0,0.96,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,0.98,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9932017414117528
276,edisonn276.xlsx,GMM,5000,10,32,2:40,normal,0.1,1,0,0,1.0,0.96,1.0,1.0,1.0,0.97,1.0,1.0,0.62,0.99,1.0,0.34,0.48,1.0,0.96,1.0,Full NaN,1.0,1.0,0.62,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.9358267171054312
277,edisonn277.xlsx,GMM,5000,10,32,2:40,normal,0.1,5,0,0,1.0,0.96,0.99,1.0,1.0,0.99,1.0,1.0,0.86,0.96,1.0,0.33,0.57,1.0,0.96,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,0.99,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57,0.48,0.33,
278,edisonn278.xlsx,GMM,5000,10,32,2:40,normal,0.3,1,0,0,0.48,0.97,1.0,1.0,1.0,0.99,0.98,1.0,0.99,0.97,1.0,0.34,0.48,0.98,0.97,0.99,Full NaN,0.98,0.98,0.98,1.0,0.98,1.0,0.34,1.0,1.0,NI,0.98,0.98,0.98,1.0,NI,NI,1.0,1.0,0.34,NI,0.98,0.98,0.96,0.96,0.48,0.96,0.48,0.98,0.96,0.96,0.98,0.96,0.96,0.34,0.34,0.34,1.0000000000000002
279,edisonn279.xlsx,GMM,5000,10,32,2:40,normal,0.3,5,0,0,1.0,0.96,1.0,1.0,1.0,0.98,1.0,1.0,0.92,0.97,1.0,0.33,0.57,1.0,0.96,1.0,Full NaN,1.0,1.0,0.57,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,0.99,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.49,0.33,0.9912496453530588
280,edisonn280.xlsx,GMM,5000,10,33,2:40,normal,0.1,1,0,0,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,0.99,0.97,1.0,0.28,0.47,1.0,0.97,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,0.28,0.28,1.0
281,edisonn281.xlsx,GMM,5000,10,33,2:40,normal,0.1,5,0,0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,0.99,0.97,1.0,0.32,0.48,1.0,0.97,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.48,0.32,
282,edisonn282.xlsx,GMM,5000,10,33,2:40,normal,0.3,1,0,0,1.0,0.97,1.0,1.0,1.0,0.99,0.99,1.0,0.94,0.97,1.0,0.34,0.45,1.0,0.97,1.0,Full NaN,0.99,0.99,0.92,1.0,1.0,1.0,0.34,1.0,1.0,NI,0.99,0.99,1.0,1.0,NI,NI,1.0,0.55,0.34,NI,1.0,0.99,1.0,1.0,0.45,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.34,0.34,0.34,0.9312828826068692
283,edisonn283.xlsx,GMM,5000,10,33,2:40,normal,0.3,5,0,0,1.0,0.96,1.0,1.0,1.0,0.93,1.0,1.0,0.98,0.99,1.0,0.44,0.61,1.0,0.96,1.0,Full NaN,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9933861089117196
284,edisonn284.xlsx,GMM,5000,10,34,2:40,normal,0.1,1,0,0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,0.99,0.98,1.0,0.34,0.65,1.0,0.97,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.9420644605348028
285,edisonn285.xlsx,GMM,5000,10,34,2:40,normal,0.1,5,0,0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,1.0,0.61,0.99,1.0,0.3,0.45,1.0,0.97,0.99,1.0,1.0,1.0,0.45,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,
